x,y
0.1772840520297737,2.2850425017498337e+18
0.21269901543302017,3.2406041924761605e+18
0.2498847270064286,4.464456575820326e+18
0.28707043857983716,5.924857530627864e+18
0.3242561501532458,7.710526971629499e+18
0.36321260989681636,1.0052248684098673e+19
0.41102281049119893,1.3383322979746435e+19
0.4729989964468797,1.7330283498085222e+19
0.5473704195936967,2.2223212481383727e+19
0.6403346985272182,2.8210994222464274e+19
0.7580894518430117,3.5686915632494957e+19
0.8944370609455097,4.418458258367516e+19
1.030784670048008,5.206293416408091e+19
1.167132279150506,6.016634625020318e+19
1.303479888253004,6.786369932848595e+19
1.4398274973555019,7.551242215645767e+19
1.5761751064579999,8.264780415229542e+19
1.7125227155604978,8.958345229837061e+19
1.8488703246629963,9.663090546650615e+19
1.9852179337654943,1.035268007040402e+20
2.1215655428679927,1.0994987469858303e+20
2.25791315197049,1.156432375033045e+20
2.3942607610729882,1.2186781730050331e+20
2.5306083701754862,1.2768149479896107e+20
2.650655021834061,1.311133937421563e+20
2.803303588380482,1.3609558686070553e+20
2.9396511974829806,1.427634554341868e+20
3.075998806585478,1.4769799539282516e+20
3.212346415687976,1.522108368674665e+20
3.348694024790474,1.5670934747765788e+20
3.4850416338929726,1.5993717922969128e+20
3.6213892429954706,1.6307309651398564e+20
3.751091703056768,1.6806999845478305e+20
3.9082969432314405,1.719072201858571e+20
4.065502183406114,1.7583204988235366e+20
4.1965065502183405,1.798464877298639e+20
4.288209606986899,1.8395257958039598e+20
4.365103474463641,1.8736024706937356e+20
4.464265371992731,1.8754223818826082e+20
