x,y
0.10364645504144163,1.2643958801061412e+16
0.11474160546529907,1.5043586076790988e+16
0.14380033276587809,1.8635293308792716e+16
0.16282059063534782,2.3353682700143292e+16
0.18870927495768183,2.8399948918670596e+16
0.21336516478847606,3.355278012382289e+16
0.23802105461927012,3.971403634802336e+16
0.2688409169077629,4.794480822186537e+16
0.30377009416805506,5.777428460663428e+16
0.34280858640014555,6.7418914267899656e+16
0.40444831097713146,8.15137037205447e+16
0.5030718703003082,9.701397538705419e+16
0.6249815477970129,1.0700077174258915e+17
0.7619587135236477,1.1338298524620282e+17
0.8975661075930161,1.1624464589922672e+17
1.033173501662384,1.1780557274237606e+17
1.168780895731753,1.1929634348206998e+17
1.3043882898011205,1.2030786049266869e+17
1.439995683870489,1.2047006441205645e+17
1.5756030779398573,1.2047006441205645e+17
1.7112104720092258,1.212026925969889e+17
1.846817866078594,1.2136610296518158e+17
1.9824252601479628,1.2161163170364682e+17
2.118032654217331,1.2226880612077645e+17
2.228013029315961,1.2067926406393264e+17
2.3843648208469057,1.2067926406393264e+17
2.5407166123778495,1.188036905709897e+17
2.684039087947883,1.188036905709897e+17
2.8083975694795695,1.1901806672239061e+17
2.944004963548938,1.1958064125704454e+17
3.0796123576183057,1.1982255793126626e+17
3.2152197516876737,1.2047006441205645e+17
3.350827145757042,1.2047006441205645e+17
3.486434539826411,1.1966122583086227e+17
3.6220419338957788,1.1958064125704454e+17
3.7576493279651477,1.1958064125704454e+17
3.8932567220345153,1.1958064125704454e+17
4.028864116103883,1.1958064125704454e+17
4.164471510173253,1.1958064125704454e+17
4.3000789042426195,1.1901806672239061e+17
4.435686298311989,1.1869778465906515e+17
