x,y
0.17467881803259194,1.187886368264744e+19
0.218962906169318,2.8774890235706053e+19
0.26305180273298956,3.978589086117331e+19
0.3182812583287434,5.711743861160966e+19
0.4115366940587709,6.744671048732378e+19
0.5320337755118144,7.519333168120069e+19
0.6524403590537144,8.021144085410336e+19
0.7773954238011963,8.50465468368373e+19
0.8757735056212897,9.05327329434171e+19
0.9917272015517873,9.312320370945846e+19
1.0806751437327533,9.716928546558276e+19
1.1886777464242553,9.897059315282716e+19
1.3090470661203906,1.0286519737591706e+20
1.4293933177215281,1.06064298534837e+20
1.5497395693226659,1.09263399693757e+20
1.6701017911434175,1.1294400297402538e+20
1.790449817213401,1.1619660436865072e+20
1.9107730007195418,1.187002024634008e+20
2.031078439537223,1.206687982010971e+20
2.1513892017614413,1.2279789464590952e+20
2.271710610798736,1.2524799250495424e+20
2.392007177272187,1.2694908706412369e+20
2.5123019692767925,1.2859668138758781e+20
2.6326287017206242,1.3120727995374859e+20
2.752907523505616,1.3237337215586429e+20
2.8731650516644573,1.3289746152951543e+20
2.993452745793679,1.3433105491015801e+20
3.113742214391746,1.3581814852650593e+20
3.2339944191440484,1.3618173719304092e+20
3.354259045178273,1.3691982750951363e+20
3.474523079722881,1.376400844140845e+20
3.594761088724417,1.3757567119497657e+20
3.7150524162898466,1.3911881267730155e+20
3.835305128033248,1.3949768712546666e+20
3.955578626411702,1.4050327862046627e+20
4.075816635413236,1.4043886540135827e+20
4.196054644414771,1.403744521822503e+20
4.316292653416306,1.4031003896314238e+20
4.436530662417841,1.4024562574403443e+20
4.502115030964133,1.402104912608846e+20
