x,y
60.64723320158115,44.58333333333333
70.19328818072067,40.07702546296298
71.51679841897285,41.25000000000001
71.94911067193719,42.708333333333336
78.66043244949515,36.903414351851865
78.74560279799013,34.882641519360284
82.57164031620579,38.541666666666664
89.52184095908643,30.018756200396837
91.29842926548135,32.384796626984134
92.94713438735197,33.541666666666664
104.12549407114668,31.249999999999996
109.85297380507986,27.876253858024707
115.30385375494104,28.95833333333334
120.65903601229711,26.24537037037038
129.24867947477512,24.754434317129643
142.39921291721583,23.415567129629643
160.021176928446,21.201595568783087
177.62606105209724,19.534505208333343
201.0315736623481,18.090952932098784
226.8927867757055,16.468334056712973
263.6335616125021,14.873263888888903
316.26574851778656,13.286458333333348
368.52635453550454,11.856680410879644
439.60773667380334,10.44343171296298
522.0269760038627,9.193221275252535
604.5263966243463,8.213489057239087
687.0863986642611,7.438118160774425
769.6891640590688,6.80700231481483
852.3222201635923,6.278067129629646
934.9695307197469,5.797216961279464
1017.6364411468937,5.382483691077462
1100.3247332514873,5.039877946127977
1183.0254980012576,4.7393465909090935
1265.726262751028,4.438815235690243
1348.4323729201599,4.156315761784532
1431.152737540923,3.9219013047138342
1513.883793000409,3.7235506102693843
1596.60772123408,3.501157407407425
1679.3441221129276,3.320838594276123
1762.0894320240445,3.170572916666682
1844.8329601287078,3.014296611952871
1927.5729246204633,2.8459990530303174
2010.3182345315804,2.6957333754209047
2093.0813625072365,2.6055739688552406
2175.8409268699843,2.5033933080808306
2258.579109555286,2.329085122053904
2341.347582950303,2.256957596801357
2424.0911110549664,2.1006812920875717
2506.8595844499846,2.0285537668350186
2589.626276038547,1.9504156144781286
2672.3787131754802,1.8241924452862006
2755.1471865704966,1.752064920033686
2837.9067509332453,1.649884259259273
2920.6805697476243,1.5957886153198686
3003.445479529734,1.5116398358586092
3086.20860750539,1.421480429292947
3168.9877717391305,1.3854166666666885
3251.7615905535094,1.3313210227272747
3334.528282142073,1.2531828703703936
3417.316355408082,1.247172243266012
3481.2790495535055,1.2091049382716288
