x,y
0.1445401477228507,0.24464954053256932
0.2792501166259559,0.3055454228982499
0.41391557963876674,0.5039645062731143
0.5303433857433341,1.23893805309736
0.6829991777279197,1.6650459967120022
0.8175061603564727,2.353169467444191
0.9520239820579385,3.007800202875227
1.0865467306107286,3.647206967714862
1.2210423814812363,4.37034557080728
1.3555651300340261,5.0097523356469145
1.4900607809045336,5.732890938739333
1.6245564317750412,6.456029541831773
1.7590594729225348,7.156332189037067
1.8935329529620841,7.947978659790892
2.028003969575971,8.747237115840418
2.162472522764196,9.554107557185667
2.296946002803746,10.34575402793949
2.4314071657149845,11.175460425171847
2.5658658652005615,12.012778807699927
2.700312247557828,12.888157116706548
2.834746312786784,13.801595352191745
2.9691754511644164,14.730257558268326
3.1036341506499934,15.567575940796402
3.2380682158789496,16.481014176281597
3.372497354256582,17.409676382358175
3.5069314194855385,18.323114617843366
3.6413383870322127,19.32028469158133
3.7757625985585213,20.264170868249366
3.910194200361816,21.18522108903025
4.044544509118262,22.35746682456957
4.179000745178177,23.20239719239335
4.313402785873527,24.214791236722736
4.419050892115589,25.132743362831867
